2026-03-04 12:01:30.048 | INFO     | __main__:main:63 - ============================================================
2026-03-04 12:01:30.048 | INFO     | __main__:main:64 - 微信表格自动化处理工具启动
2026-03-04 12:01:30.048 | INFO     | __main__:main:65 - ============================================================
2026-03-04 12:01:30.055 | INFO     | __main__:load_config:24 - ✓ 配置文件加载成功
2026-03-04 12:01:30.055 | INFO     | src.config_validator:validate:32 - 开始验证配置文件...
2026-03-04 12:01:30.055 | INFO     | src.config_validator:validate:56 - ✓ 本地模式配置有效: data/temp_images
2026-03-04 12:01:30.055 | INFO     | src.config_validator:validate:71 - ✓ 输出配置有效: data/output_excel
2026-03-04 12:01:30.057 | INFO     | src.config_validator:validate:92 - ✓ API Key 配置有效
2026-03-04 12:01:30.057 | INFO     | src.config_validator:validate:98 - ✓ Base URL 配置有效: https://dashscope.aliyuncs.com/compatible-mode/v1
2026-03-04 12:01:30.057 | INFO     | src.config_validator:validate:104 - ✓ 模型名称配置有效: qwen-vl-plus
2026-03-04 12:01:30.057 | INFO     | src.config_validator:validate:129 - ✓ 配置文件验证通过！
2026-03-04 12:01:30.057 | INFO     | __main__:create_listener:50 - 
【监听模式】本地文件模式（推荐）
2026-03-04 12:01:30.058 | INFO     | __main__:create_listener:51 - 【监听目录】data/temp_images
2026-03-04 12:01:30.058 | INFO     | __main__:create_listener:52 - 【说明】请将要处理的图片放到此目录
2026-03-04 12:01:30.059 | INFO     | src.file_tracker:_load_tracker:47 - ✓ 成功加载跟踪记录，包含 4 个文件
2026-03-04 12:01:30.059 | INFO     | src.file_tracker:__init__:32 - ✓ 文件跟踪器已初始化
2026-03-04 12:01:30.059 | INFO     | src.file_tracker:__init__:33 -   记录文件: D:\acceptance_file\one\WeChat_Excel_Automator\data\.processed_files.json
2026-03-04 12:01:30.059 | INFO     | src.file_tracker:__init__:34 -   已记录文件数: 4
2026-03-04 12:01:30.060 | INFO     | src.wechat_listener:__init__:53 - ✓ 本地文件监听器初始化成功
